link,Title,Description,Price,Condition
https://newyork.craigslist.org/brk/app/d/brooklyn-air-purifier-germ-guardian/7413502028.html,Air Purifier - Germ Guardian with True HEPA Filter - $50 (Williamsburg),"Germ Guardian Air Purifier with True HEPA Filter for Home and Pets UV-C Sanitizer 28"" Tower - Black/Silver for sale.Clean, works great. Filters are priced at around $18.Was - 120.00 (at Best Buy)Now - 50.00",$50,excellent
https://newyork.craigslist.org/que/app/d/elmhurst-whirlpool-washers-dryers/7413491175.html,Whirlpool Washers & Dryers - $200 (elmhurst),Whirlpool Washers & DryersPickup onlyFully workingTEX ME six 4 six  -236-8380,$200,NA
https://newyork.craigslist.org/que/app/d/astoria-home-portable-washer-and-dryer/7413500303.html,hOme portable washer and dryer - $375 (Astoria),In excellent used condition. Was a lifesaver after having a baby.,$375,NA
https://newyork.craigslist.org/brk/app/d/brooklyn-haier-hwf05xck-5000-btu-air/7411600270.html,"Haier HWF05XCK-T 5,000 BTU Air Conditioner - $35 (Prospect Heights / Crown Heights)","5,000 BTU Haier air conditionervents upwardTwo cool fan speed settingseasy-access washable filter515 Watts",$35,good
https://newyork.craigslist.org/stn/app/d/long-beach-nutribullet-high-speed/7411306881.html,NUTRIBULLET HIGH-SPEED BLENDER/MIXER SYSTEM 14 PCS - $80 (LONG BEACH),"NutriBullet High-Speed Blender/Mixer System 14pcsThe Nutribullet is the fastest, easiest solution for making nutrient-packed smoothies. Load it up with your favorite whole foods like nuts, berries, and spinach, then push, twist, and blend your way to a healthier lifestyle.Powerful 600-watt motor and refined nutrient-extraction blades blend whole foods into liquid fuel for your body - in seconds.Included: (1) 600W motor base, (1) Extractor blade, (1) milling blade, (3) 24 oz cup, (1) 18 oz cup, (1) 18 oz Handled cup, (2) cup lip ring, (1) to-go lid, (2) Stay-Fresh re-sealable lids and recipe book of Powerful stainless steel Extractor blades use Cyclonic action to break down tough ingredients. High-performance, BPA-free plastic cups are long-lasting and Durable",$80,new
https://newyork.craigslist.org/wch/app/d/west-harrison-simple-human-voice-motion/7401428363.html,Simple Human Voice + Motion Rectangular Sensor Can - $185 (West Harrison),New- Sealed in Manufacturing BoxSimple Human Voice + Motion Rectangular Sensor Can- 58LModel # ST2031Reference:https://www.simplehuman.com/products/rectangular-sensor-can-with-voice-control-58l,$185,NA
https://newyork.craigslist.org/wch/app/d/west-harrison-garland-commercial-burner/7401428572.html,Garland Commercial 6 Burner Stove - $700 (West Harrison N.Y.),Garland Commercial 6 Burner Stove in very good condition (EXTERIOR ).2 of the burners are not working and oven is working but you have to press the red button underneath.It can easily be fixed if you are handy.,$700,NA
https://newyork.craigslist.org/mnh/app/d/new-york-dolche-gusto-coffee-maker/7410775890.html,Dolche Gusto Coffee Maker - $40 (TriBeCa),Brand New Never Used and still in original box - Single Serve,$40,NA
https://newyork.craigslist.org/wch/app/d/new-rochelle-microwave/7413497294.html,NA,NA,NA,NA
https://newyork.craigslist.org/wch/app/d/new-rochelle-wolfgang-puck-qt-electric/7413495702.html,"Wolfgang Puck 6-Qt. Electric Gourmet Wok, Glass Lid, Steamer - $50 (New Rochelle)","Wolfgang Puck 6-Qt. Electric Gourmet Wok with Tempered Glass Lid and Steam trayIncludes large steaming tray that nests on top of wok Electric wok for stir-frying, braising, sautéing, 14-inch diameter and 4-1/2-inch depthRemovable temperature probe; variable temperature settingsTempered glass lid, cool handlesSteel half rack - keep things warm without direct heat or allow your food to drain after fryingDetachable base with non-slip feetFully immersible wok pan, rack and lid are dishwasher safeMeasures approximately 16"" by 17"" by 9""used 3 times non smoking, no pets home Call Paulabeth@show contact info 9:00 A.M.-12:00 P.M. ..... show contact info 12:00 P.M.-11:00 P.M. NO EMAILS CASH ONLY",$50,excellent
https://newyork.craigslist.org/wch/app/d/new-rochelle-black-decker-coffee-pot/7405461457.html,Black & Decker Coffee Pot - $20 (New Rochelle),"Black & Decker Coffee Pot Non smoking, no pets home Call Paulabeth@show contact info 9:00 A.M.-12:00 P.M. ..... show contact info 12:00 P.M.-11:00 P.M. NO EMAILS CASH ONLY",$20,excellent
https://newyork.craigslist.org/wch/app/d/new-rochelle-proctor-silex-programmable/7405461356.html,Proctor Silex Programmable Coffee Pot - $25 (New Rochelle),"Proctor Silex Programmable Coffee Pot Program ahead to make up to 12 cups of coffee Auto shutoff Dishwasher safe carafe and brew basket, and nonstick warming plateMakes smaller servings when you want less coffee with small batch setting 1-4 Auto Pause & Pour Call Paulabeth@show contact info 9:00 A.M.-12:00 P.M. ..... show contact info 12:00 P.M.-11:00 P.M. NO EMAILS CASH ONLY",$25,excellent
https://newyork.craigslist.org/wch/app/d/new-rochelle-krups-espresso-coffee-maker/7413495597.html,Krups Espresso Coffee Maker - $50 (New Rochelle),Krups Espresso White Electric Cappuccino Espresso Coffee Maker Machine 800 Watts Detachable overflow grid for easy cleaningDoes not take up a lot of counter spaceCall Paulabeth@show contact info 9:00 A.M.-12:00 P.M. ..... show contact info 12:00 P.M.-11:00 P.M. NO EMAILS CASH ONLY,$50,excellent
https://newyork.craigslist.org/brk/app/d/brooklyn-jiffy-clothing-steamer-2000/7413495534.html,Jiffy Clothing Steamer J-2000 Pink - $180 (Brooklyn),Unused Jiffy Clothing Steamer J-2000 Pink with Metal Steam Head with HosePick preferred but delivery possible within 8 miles radius$180,$180,like new
https://newyork.craigslist.org/mnh/app/d/new-york-dyson-ball-dc25-vacuum/7413495507.html,dyson ball dc25 vacuum - $50 (New York),The vacuum has great suction but the belt has broken.  It can be replaced for less than $10. It comes as shown with most of the attachments.,$50,fair
https://newyork.craigslist.org/brk/app/d/brooklyn-brand-new-towel-warmer-plug-in/7413495431.html,Brand New Towel Warmer Plug-In - $120 (Brooklyn),"Selling a Radiant Straight 23-5/8"" W x 31-1/2"" H 115 V Plug-In Brushed Stainless Steel Towel WarmerNo electrical installation needed - just plug-in.New in original box - never installed!Pick up preferred - delivery possible within 8 miles radius.$120",$120,new
https://newyork.craigslist.org/brk/app/d/brooklyn-hunter-outdoor-ceiling-fan-52/7402078077.html,"Hunter Outdoor Ceiling Fan 52"" new - $55 (Midwood Brooklyn)","A brand new Hunter 52"" Outdoor Ceiling Fan in a sealed box. Model Caicos 53212 in New Bronze.This is currently available from Home Depot for $120. Asking only $60Check out Home Depot's listing for more details: https://www.homedepot.com/p/Hunter-Caicos-52-in-Indoor-Outdoor-New-Bronze-Wet-Rated-Ceiling-Fan-53212/203689984Located in Midwood Brooklyn, near Brooklyn College.",$55,new
https://newyork.craigslist.org/wch/app/d/new-rochelle-roburn-culinary-micro-torch/7413494101.html,Roburn Culinary Micro Torch - $20 (New Rochelle),"Roburn Culinary Micro Torch Refillable Kitchen Butane Torch Lighter with Child Safety Lock Adjustable Flame that makes it easy to melt sugar within the confines of a custard dish.  For Desserts, Creme Brulee, BBQ and Baking Cheese cakes, fruit tarts, baked alaska, meringue pies, roasted peppers, ice sculptures, and more. Made from black plastic and aluminum, The flame heats to 2,700 degrees Fahrenheit hotter and more efficient than a home broiler or salamander. The torch is lightweight and easy to store and is refillable with standard butane fuel Call Paulabeth@show contact info 9:00 A.M.-12:00 P.M. ..... show contact info 12:00 P.M.-11:00 P.M. NO EMAILS CASH ONLY",$20,excellent
https://newyork.craigslist.org/mnh/app/d/new-york-lg-air-conditioner-months-old/7406325162.html,LG air conditioner 3 months old - $300 (New York),Brand new- only used for 3 months - absolutely perfect condition. Only selling because I’m moving. Serious inquiries only. No cashier checks venmo or cash or zelle,$300,new
https://newyork.craigslist.org/mnh/app/d/new-york-lg-c-unit/7406296569.html,NA,NA,NA,NA
https://newyork.craigslist.org/mnh/app/d/new-york-like-new-dehumidifier/7410802317.html,like new dehumidifier - $100 (New York),Like new dehumidifier- serious inquiries only please no cashiers checks Venmo or cash,$100,like new
https://newyork.craigslist.org/wch/app/d/new-rochelle-revlon-turbo-lightweight/7406379726.html,Revlon Turbo Lightweight - $10 (New Rochelle),Revlon Turbo Lightweight 1875 WattsTurbo airflow button for instant increase airflow for faster drying3X Ceramic coating for less damage3 Heat/2 speed settings for flexible drying and stylingCold shot button to set the style and includes finger diffuser attachmentCall Paulabeth@show contact info 9:00 A.M.-12:00 P.M. ..... show contact info 12:00 P.M.-11:00 P.M. NO EMAILS CASH ONLY,$10,excellent
https://newyork.craigslist.org/wch/app/d/new-rochelle-remington-wet-straight/7413491845.html,Remington  Wet 2 Straight Ceramic Hair Straightener - $15 (New Rochelle),"Remington Wet 2 Straight Ceramic Hair Straightener  Steam Vent Technology, Fast Heat Up & Swivel Cord The ceramic plates from the Remington flat iron are 2 inches wide and have a design that allows them to heat up in 30 seconds for straighter and frizzless hair.No need to wait for your hair to dry when you can style it right after your shower. Provides professional-grade heat of up to 420 degrees, with multiple heat settings. Call Paulabeth@show contact info 9:00 A.M.-12:00 P.M. ..... show contact info 12:00 P.M.-11:00 P.M. NO EMAILS CASH ONLY",$15,excellent
https://newyork.craigslist.org/wch/app/d/new-rochelle-gold-hot-spring-iron-24k/7413491739.html,Gold N Hot Spring Iron 24K Gold Barrel - $15 (New Rochelle),"Professional Spring Iron 24K Gold Barrel provides superior heat conductivityQuick 60-second Heat UpTemperature range 200F- 500FRheostat Control for temperature variationOn/Off Switch, Power Indicator Light for easy viewingCool Tip Safety Stand, 8-ft. Professional Swivel Power Cord Call Paulabeth@show contact info 9:00 A.M.-12:00 P.M. ..... show contact info 12:00 P.M.-11:00 P.M. NO EMAILS CASH ONLY",$15,excellent
https://newyork.craigslist.org/wch/app/d/new-rochelle-remington-hair-styling/7413491624.html,Remington Hair Styling Twisters - $10 (New Rochelle),"Remington Hair Styling Twisters PC110V H-2030Flexible turquoise twisters heat up in their case, and the ends change from purple to red when ready Adjust for the different style or type of curl you want from spirals and curls to waves and ringlets. Twisters are easy, fun and fasten without clips. 4"" x 1"" x 12"" Call Paulabeth@show contact info 9:00 A.M.-12:00 P.M. ..... show contact info 12:00 P.M.-11:00 P.M. NO EMAILS CASH ONLY",$10,excellent
https://newyork.craigslist.org/wch/app/d/new-rochelle-slice-extra-wide-slot/7405460450.html,"2 Slice, Extra-Wide Slot Toaster - $10 (New Rochelle)","Amazon Basics 2 Slice, Extra-Wide Slot Toaster with 6 Shade Settings, Black Extra-wide slots for bagels and thicker slices; each slot measures 5-1/4 inches long by 1-1/4 inches wideBagel setting for toasting just the cut side; Frozen setting for defrosting bread; Cancel function ends the session at any timeExtra-lift lever for safely removing smaller pieces; 37-inch power cord, cord wrap; removable crumb tray (located in the back)Buttons illuminate to indicate selected settingsNon smoking, No pets homeCall Paulabeth@show contact info 9:00 A.M.-12:00 P.M. ..... show contact info 12:00 P.M.-11:00 P.M. NO EMAILS CASH ONLY",$10,excellent
https://newyork.craigslist.org/mnh/app/d/new-york-brand-new-bubble-machine/7404143624.html,Brand New Bubble Machine - $20 (TriBeCa),"Never Used, brand new bubble machine",$20,NA
https://newyork.craigslist.org/mnh/app/d/new-york-bunn-phase-brew-cup-coffee/7412034847.html,Bunn Phase Brew 8 cup Coffee Brewer - HT model - $75 (TriBeCa),New Heat and Release technology - never used.  Still in original sealed box,$75,NA
https://newyork.craigslist.org/mnh/app/d/new-york-24-inch-gas-stove/7413488116.html,24 inch gas stove - $10 (Upper East Side),The stove works but is just really dirty. The top plate is also broken and rusted. Can be used for parts or for scrap.Make an offer!,$10,salvage
https://newyork.craigslist.org/mnh/app/d/new-york-friedrich-cp08g10b-8000-btu/7413487858.html,Friedrich CP08G10B 8000 BTU Room Air Conditioner - $50 (Upper East Side),Works really well! It retailed for $450 when I bought it. FeaturesEnergy EfficientBrandFriedrichManufacturer Part NumberCP08G10BAssembled Product Weight64 lbsModelCP08G10BManufacturerFriedrichAssembled Product Dimensions (L x W x H)18.37 x 20.87 x 14.00 Inches,$50,good
https://newyork.craigslist.org/lgi/app/d/queens-village-hampton-bay-portable-air/7413485601.html,Hampton Bay Portable Air Conditioner Model HBP E07 - $80 (Queens Village),"Excellent working condition. Model HBP E077,000 BTU's. Needs exhaust hose. Asking $80 Call Danny  show contact info. Thanks. Pick up in Queens Village 219 Street.",$80,excellent
https://newyork.craigslist.org/mnh/app/d/new-york-fan/7410201321.html,Fan - $25 (Upper West Side),LASKO FAN..WORKS FINE,$25,like new
https://newyork.craigslist.org/wch/app/d/new-rochelle-spicy-macaron-nail-dryer/7413482146.html,U spicy Macaron nail  dryer - $10 (New Rochelle),"U spicy Macaron professional manicure nail 36 W UV lamp dryer.Auto timer control: 120s 180s  The bottom can be pulled out, easy to cleanSmall and cool design, compact & easy to operate.11"" x 9.5"" x 5""includes nail sanding file, instructions Call Paulabeth@show contact info 9:00 A.M.-12:00 P.M. ..... show contact info 12:00 P.M.-11:00 P.M. NO EMAILS CASH ONLY",$10,excellent
https://newyork.craigslist.org/wch/app/d/new-rochelle-small-appliances/7413481869.html,SMALL APPLIANCES (New Rochelle),"SMALL APPLIANCES$50 Nespresso machine $40 Sunbeam Microwave oven 700 Watts$50 Wolfgang Puck 6-Qt. Electric Gourmet Wok with Tempered Glass Lid and Steam tray$25 Proctor Silex 12 cup programmable coffee pot$20 Black & Decker Coffee pot $20 Micro Torch with butane refill  $15 Remington New Wet 2 Straight Ceramic Hair Straightener  $15 Gold N Hot Spring Iron $10 U-Spicy nail dryer $10 Remington Hair Styling Twisters   $15 West Bend Electric Skillet Fry Pan Sensa Temp, $10 Electric sauce pan, $10 rice cooker2) $25 George Foreman grills,   $25 Bread maker,$10 Amazon Basics 2 slice Toaster $10 Proctor Silex 2 slice toaster $10 Dash egg cooker $8 juicer,  $5 roll warmer$15 wax heat treatment, $5 onion machine,   MANY MORECall Paulabeth@show contact info 9:00 A.M.-12:00 P.M. ..... show contact info 12:00 P.M.-11:00 P.M. NO EMAILS CASH ONLY",NA,excellent
https://newyork.craigslist.org/mnh/app/d/new-york-airdoctor-3000/7413463316.html,AirDoctor 3000 - $250 (Upper West Side),"The remedy for improved air quality in your home, the AirDoctor 3000 Professional Air Purifier pairs a dual-action filter with WhisperJet fans to provide a portable option that's easy to operate, too. From AirDoctor.Effective at removing most particulate matter from the air, including pet dander, mold, pollen, dust mite debris, and volatile organic compoundsCan change the air: three times per hour in a 900-sq ft room, six times per hour in a 450-sq ft roomUltra HEPA filter was independently tested and shown to remove 100% of particles at 0.003 microns in sizeAuto mode uses an air quality sensor to assess the air quality in the room and immediately adjust to the correct level of filtrationDual-action carbon VOC filter traps aerosols and other VOCsIndicator lights display air quality level, digital display panel, filter change alerts, Dim mode to dim lights for sleeping, and auto-off timer up to 24 hours100% sealed system and has WhisperJet fans for quiet, effective performanc",$250,NA
https://newyork.craigslist.org/stn/app/d/staten-island-celling-fan/7413479614.html,celling fan - $100 (Staten Island),one of the most beutifual fan i ever usedi’m moving out,$100,like new
https://newyork.craigslist.org/mnh/app/d/new-york-cuisinart-compact-juicer-model/7413479535.html,Cuisinart Compact Juicer - Model CJE-500 - $10 (New York),"Barely used!Works great!Item Dimensions LxWxH	11.5 x 11.75 x 14.25 inchesJuice Pitcher holds up to 16 ounces of juice, and can be replaced for uninterrupted juicingPulp container collects up to 40 ounces and is removable for easy cleaningFood Pusher fits securely into feed tube to guide fruits and vegetables properly while juicingAdjustable flow spout is manually controlled and prevents drippingMesh filter basket and blade assembly grinds fruits and vegetables to extract maximum amount of juice; easily separates pulp",$10,good
https://newyork.craigslist.org/que/app/d/jamaica-maytag-dishwasher/7410677455.html,MAYTAG DISHWASHER - $85 (Jamaica),The Dishwasher is in  working condition,$85,good
https://newyork.craigslist.org/que/app/d/rosedale-galanz-single-door-mini-fridge/7404154825.html,"Galanz Single Door Mini Fridge, Black - $60 (Rosedale)","This Galanz 3.3 cu ft Black Single Door mini fridge features a full-width chiller compartment, 2 adjustable leveling legs and a convenient reversible door that allows you to choose to open from the left or right side making the Galanz 3.3 Cu ft Single Door mini fridge suitable for any layout.",$60,NA
https://newyork.craigslist.org/mnh/app/d/new-york-dr-heater/7413474421.html,Dr Heater - $80 (East Village),"Dr Heater model 968, used once https://drheaterusa.com/products/dr-infrared-heater-dr968-orignial-heater",$80,like new
https://newyork.craigslist.org/que/app/d/maspeth-samsung-family-hub-refrigerator/7413472937.html,samsung family hub refrigerator - $500 (Maspeth),Samsung family hub refrigerator *COMPRESSOR DOES NOT WORK**computer works excellent*PICK UP onlyplus another part broke and does not work26.5 cu. ft. Large Capacity 3-Door French Door Refrigerator with Family Hub™ and External Water & Ice Dispenser in Black Stainless Steelmodel # RF27T5501SG/AA*COMPRESSOR NO TRABAJA***computadora en condiciones excelente*recoger solamente no delivery,$500,NA
https://newyork.craigslist.org/lgi/app/d/plainview-water-bed-queen-years-old/7411703669.html,water bed queen 3 years old great deal paid 2100 selling 250 queen siz (plainview),"water bed queen 3 years old great deal paid 2100 selling 250 queen size  all options great condition sleeps one or 2 people two chambers, you will feel great after sleeping on this great like new water bed.  show contact info extras",NA,like new
https://newyork.craigslist.org/mnh/app/d/new-york-bissell-1940-powerfresh-steam/7413470533.html,BISSELL 1940 PowerFresh Steam Mop - $45 (New York),"BISSELL 1940 PowerFresh Steam Mop. Excellent condition. Filter Ceramic Tile Cleaner * Mop Hardwood Floor Mop Vacuum Cleaner Wood And Hard. Moving sale, pickup only in Manhattan",$45,NA
https://newyork.craigslist.org/jsy/app/d/iselin-washer-dryer-150-obo/7413469699.html,NA,NA,NA,NA
https://newyork.craigslist.org/brx/app/d/bronx-washer-and-dryer/7413441905.html,washer and Dryer - $800 (Bronx),Kenmore washer and dryer brand new 3 months guarantee,$800,new
https://newyork.craigslist.org/mnh/app/d/new-york-honeywell-replacement-no-pre/7413469585.html,Honeywell Replacement No 38002 Pre-Filter for Air Purifier - $10 (Chelsea),Honeywell Replacement No 38002 Pre-Filter for Air Purifier.New-old stock. Contact by email.,$10,NA
https://newyork.craigslist.org/mnh/app/d/new-york-lasko-37-oscillating-tower-fan/7413469559.html,Lasko 37″ Oscillating Tower Fan with Remote Control - $20 (Chelsea),"Lasko 37″ Oscillating Tower Fan with Remote Control for Sale.Model No. 2711. Includes remote. Controlled with remote.To schedule pickup, please email.",$20,NA
https://newyork.craigslist.org/mnh/app/d/new-york-turbo-power-twin-turbo-3200/7413469549.html,Turbo Power Twin Turbo 3200 Professional Ceramic & Ionic Hair Dryer - $70 (Chelsea),"Turbo Power Twin Turbo 3200 Professional Ceramic & Ionic Hair Dryer for Sale.Costs $150 new retail online. Selling for only $70! In like-new, mint condition.If interested, please reach out by email.",$70,like new
https://newyork.craigslist.org/mnh/app/d/new-york-inse-n5-cordless-bagless/7413468274.html,INSE N5 Cordless Bagless Vacuum Cleaner - $70 (Chelsea),INSE N5 Cordless Bagless Vacuum Cleaner.Email for pickup.,$70,NA
https://newyork.craigslist.org/mnh/app/d/new-york-dyson-quick-release-motorhead/7413468078.html,Dyson Quick-Release Motorhead Cleaner for Dyson V8 Vacuums - $60 (Chelsea),Dyson Quick-Release Motorhead Cleaner for Dyson V8 Vacuums.Costs $199 new on Dyson.com (See 2nd image). Selling for only $60!Please email if interested.,$60,like new
https://newyork.craigslist.org/mnh/app/d/new-york-sharp-carousel-14-cu-ft/7413466026.html,Sharp Carousel 1.4 cu. ft. Countertop Microwave in Mint Condition - $70 (Chelsea),Sharp Carousel 1.4 cu. ft. Countertop Microwave in Mint Condition for Sale.Model No. 1141CWEmail for pickup. May test before purchase.,$70,like new
https://newyork.craigslist.org/brk/app/d/brooklyn-fein-turbo-ii-need-fixing/7413465904.html,Fein Turbo II 92025 (Need Fixing) - $50,"Selling a used Fein Turbo II 92025, it turns on, but the motor is not running. $50 for anyone who wants to fix it up and use it.(sorry forgot to take picture of the entire thing)",$50,NA
https://newyork.craigslist.org/brk/app/d/brooklyn-ge-115-volt-room-air/7413465618.html,GE 115 Volt Room Air Conditioner - $120,"GE 115 Volt Room Air Conditioner, slightly used. • 5,000 BTU, 11.1 CEER, 115 Volts• Mechanical thermostat• 2 cooling / 2 fan speeds• Dimensions: 11 7/8 H x 16 1/16 W x 16 7/32 D",$120,like new
https://newyork.craigslist.org/brx/app/d/wireless-cordless-shaver/7401623037.html,WIRELESS CORDLESS SHAVER - $20 (BRONX NY),"This  WIRELESS CORDLESS SHAVERFOR PICK UP CALL  show contact infoTEXT ONLY......... show contact info  ""Available as long as the post is here"",,......",$20,new
https://newyork.craigslist.org/brx/app/d/bag-less-vacuum-cleaner/7413465036.html,BAG LESS VACUUM CLEANER - $60 (THE BRONX),THIS BAGLESS VACUUM CLEANER MAX PERFORMANCEARE IN EXCELLENT CONDITIONFOR QUICK PICK UP   CALL      show contact infoTEXT ONLY...... show contact infoPLEASE NO E-MAIL,$60,excellent
https://newyork.craigslist.org/brx/app/d/adjustable-height-table-lamp/7400679820.html,ADJUSTABLE HEIGHT TABLE LAMP - $15 (BRONX NY),"THIS ADJUSTABLE HEIGHT TABLE LAMPMEA HIGH 27"" X  LOW 20""IS IN EXCELLENT CONDITION FOR PICK UP CALL  show contact info",$15,like new
https://newyork.craigslist.org/brx/app/d/bronx-hot-water-gas-boiler-gbx175/7403789479.html,"Hot Water gas boiler GBX175 - $1,450 (Bronx)","Used for less than a full winter.Practically brand new.Disconnected, packed and ready to go.Will have to be brought upstairs from the basement.U will need dolly and at least 3 people..this is heavy as hell.Located 2 mins from Castle Hill Ave by Westchester Ave. In the bronx.BTW if the ad is up it's still available, so don't ask.175000 btu","$1,450",NA
https://detroit.craigslist.org/okl/app/d/milford-brand-new-in-unopened-box-btu/7413534163.html,"Brand new in unopened box 24,500 BTU window air conditioner unit with - $700 (Milford, MI)","BRAND NEW IN UNOPENED BOXWanted to use with a CoolBot (also selling separately) to build a walk in cooler for a farm.PLEASE NOTE: This unit requires a special 230-Volt electrical outlet and will not operate with a standard 115-Volt household electrical outlet.The LG 24,500 BTU 230-Volt window-mounted air conditioner is perfect for cooling a room up to 1,560 sq. ft. You will cool a lot and save even more with this unit's energy saver function, 24-hour on/off timer and a 10.3 Energy Efficiency Ratio. With its stylish full-function remote, you can even get your cool on from across the room. Plus, LG's patented Gold Fin anti-corrosion coating provides a protective shield so the unit lasts longer.FOR FULL DESCRIPTION GO TO:https://www.homedepot.com/p/LG-Electronics-24-500-BTU-230-Volt-Window-Air-Conditioner-with-Remote-in-White-LW2516ER/306704954",$700,new
https://detroit.craigslist.org/wyn/app/d/montrose-nib-22-freon-30lb-factory/7402735940.html,Nib R 22 Freon 30lb factory sealed - $650 (Montrose),Nib R 22 Freon 30lb factory sealed 650 obo must sell local flushing  pick up Mon  show contact info,$650,NA
https://detroit.craigslist.org/okl/app/d/lake-orion-avanti-freezer-cf1010/7413516515.html,Avanti freezer cf1010 - $65 (Lake Orion),Avanti chest freezer,$65,excellent
https://detroit.craigslist.org/mcb/app/d/warren-samsung-dishwasher/7413512388.html,Samsung Dishwasher - $400 (Warren),"Used only 1 year. Good as new. Normally $990 new.Features are listed in picture 2.Wife wanted a Bosch, so we upgraded. 🙄This is super quiet and has many features.Color is black stainless steel.Price is $400 OBOI can deliver if within reasonable range.",$400,like new
https://detroit.craigslist.org/wyn/app/d/dearborn-frigidaire-electric-stovecurb/7413500321.html,Frigidaire electric stove(curb or driveway drop off avail - $165 (Dearborn),Frigidaire electric stove with self cleaning oven for $165Curb or driveway drop off available for small fee show contact info,$165,NA
https://detroit.craigslist.org/mcb/app/d/clinton-township-kenmore-washer/7406848653.html,Kenmore washer - $200 (Clinton Twp),Large Capacity heavy duty washer Delivery available,$200,like new
https://detroit.craigslist.org/mcb/app/d/clinton-township-gas-kenmore-dryer/7409149550.html,Gas Kenmore dryer - $199 (Clinton twp gratiot),Works perfectly no issues. Large capacity load. Delivery available.,$199,like new
https://detroit.craigslist.org/wyn/app/d/hamtramck-counter-top-commercial/7413494481.html,Counter Top Commercial Charbroiler - $100 (Hamtramck),"Counter Top Commercial Charbroiler, 24""w x 34""w.  A little rough but works great.  New ones are $1k plus so save the money and get this!I’ve been collecting odd and ends for years but need to downsize as I am selling the building that is storing these so everything must go.  There are a lot more items; some will be listed on CL so be sure to click on the box that says “more ads by this user” but most items won’t be posted here as it takes too long so if you are interested in items such as this please come on by as I probably have more you’d like.",$100,fair
https://detroit.craigslist.org/mcb/app/d/troy-omni-plus-10-in-air-fryer-toaster/7410699105.html,Omni Plus 10-in-1 Air Fryer Toaster Oven - Black/Stainless Steel - $200 (Troy),"The Instant™ Omni™ Plus is a high-performance toaster oven and air fryer with a large capacity (in a compact frame) so your family can dig into healthy homemade meals in no time. Featuring a rotisserie function, EvenCrisp™ technology for that golden finish and more. Enjoy cooking made simple with this sleek, versatile, convenient countertop oven.10-in-1 cooking functions: air fry, broil, bake, roast, dehydrate, reheat, rotisserie, toast, warm, convectionDouble-layer glass door keeps heat inside for optimal cooking""Quick heating uses golden quartz technology for fast and even cooking performance""Adjustable temperature ranges from 170 to 450 °F (76 to 232 °C)Displays each stage of cooking from start to finishRotisserie feature for perfect self-basted meals""5 customizable toasting levels for perfect bread, bagels and more""EvenCrisp™ technology provides all the crunch and tenderness of deep-frying with little to no oilAccessories include an enamel baking tray and stainless-steel oven rack, air fry basket, BBQ-style rotisserie spit and forks, and lift toolVoltage : 120 VoltsWeight : 25.5 lbs.Included: 1 Instruction Manual(s)Features: CordedIntended Use: Air-FryingWattage (watts): 1800wMeasurements: 13.9 Depth/Inches, 15.7 Height/Inches, 16.5 Width/InchesBase Material: 100% Stainless Steel",$200,new
https://detroit.craigslist.org/wyn/app/d/dearborn-outdoor-indoor-non-slip-step/7413485984.html,Outdoor/Indoor Non-slip Step Support - $10 (Dearborn),Outdoor/Indoor Non-slip Step Support.Measures approximately 19 inches by 12 inches by 3.5 in. Good condition light wear only.White with black base.  Original price $25.We're located south of Michigan Avenue and just west of Greenfield.,$10,good
https://detroit.craigslist.org/mcb/app/d/warren-general-electric-dishwasher/7413467844.html,general electric dishwasher - $75 (Warren),"We just upgraded our 5 year old dishwasher. Looking to sell it for best offer. It works, however, the panel over the controls cracked off a couple years ago. we taped it onStainless steel interior and shelves in good condition.",$75,good
https://detroit.craigslist.org/wyn/app/d/westland-whirlpool-dehumidifier/7410521033.html,Whirlpool dehumidifier - $40 (Westland),Call Bill at  show contact info if interested retails for $300 new.,$40,NA
https://detroit.craigslist.org/mcb/app/d/macomb-daewoo-microwave/7404664897.html,Daewoo microwave - $45 (Macomb township),this is a basically brand new microwave.  it still has the protective wrap on it. it has a few small scuffs on top from being stored for a few years. it's a steal for the price. if it's posted it's available call Dan at  show contact info,$45,NA
https://detroit.craigslist.org/mcb/app/d/eastpointe-pick-up-broken-or-un-wanted/7404651713.html,I pick up broken or un wanted appliances,Email me if u have appliance working or not,NA,NA
https://detroit.craigslist.org/wyn/app/d/willis-lasko-recirculating-digital/7408266238.html,Lasko recirculating digital humidifier - $45 (Belleville),Works great almost a year old  show contact info,$45,NA
https://detroit.craigslist.org/wyn/app/d/willis-brand-new-chefman-air-fryer/7412055280.html,Brand new chefman air fryer - $50 (Belleville),Brand new  show contact info thank you,$50,NA
https://detroit.craigslist.org/okl/app/d/troy-brand-new-ton-ac-central-air-ton/7408251151.html,"BRAND NEW 5 TON AC-CENTRAL AIR & 5 TON AIR HANDLER - $3,100 (TROY)",BRAND NEW 5 TON AC-CENTRAL AIR & 5 TON AIR HANDLERAC IS 13 SEER. FREON 410A.UNITS COME WITH WARRANTY.PRICE FOR AC and AH is $3100ADDITIONAL COST FOR ANY OTHER PARTS NEEDED. ***more furnaces and central air units available for sale***Call for more details show contact info or  show contact info,"$3,100",NA
